,Year,Month,Country_of_origin,Imports_hardcoal_tonnes,Imports_hardcoal_gigajoules,Average_calorificvalue_hardcoal,Imports_hardcoal_euros,Imports_hardcoal_eurospert,Imports_of_hard_coal_in_euros/tce
2208,2022,May,Australia,362168.0,11177768.0,30863.0,151684242.0,418.82,397.71
2209,2022,May,Other third countries,,,,,,
2210,2022,June,EU countries,22667.0,610477.0,26932.0,9144493.0,403.43,439.01
2211,2022,June,Third countries,2684307.0,75051902.0,27960.0,1056084219.0,393.43,412.4
2212,2022,June,United Kingdom,,,,,,
2213,2022,June,Russian Federation,1030595.0,27881952.0,27054.0,348868693.0,338.51,366.71
2214,2022,June,South Africa,,,,,,
2215,2022,June,United States,712063.0,20714840.0,29091.0,316138598.0,443.98,447.28
2216,2022,June,Canada,,,,,,
2217,2022,June,Colombia,210091.0,5193083.0,24718.0,68344432.0,325.31,385.71
2218,2022,June,Australia,380118.0,11642919.0,30630.0,170097327.0,447.49,428.18
2219,2022,June,Other third countries,,,,,,
2220,2022,July,EU countries,55798.0,1460240.0,26170.0,21914364.0,392.74,439.84
2221,2022,July,Third countries,2652549.0,75661773.0,28524.0,1086135102.0,409.47,420.72
2222,2022,July,United Kingdom,,,,,,
2223,2022,July,Russian Federation,860486.0,23322422.0,27104.0,302674188.0,351.75,380.35
2224,2022,July,South Africa,,,,,,
2225,2022,July,United States,556607.0,16568631.0,29767.0,233563213.0,419.62,413.15
2226,2022,July,Canada,,,,,,
2227,2022,July,Colombia,177379.0,4376241.0,24672.0,65721321.0,370.51,440.14
2228,2022,July,Australia,820044.0,24804930.0,30248.0,383337813.0,467.46,452.93
2229,2022,July,Other third countries,,,,,,
2230,2022,August,EU countries,27662.0,721331.0,26077.0,12027783.0,434.81,488.69
2231,2022,August,Third countries,2412962.0,65912494.0,27316.0,912387923.0,378.12,405.69
2232,2022,August,United Kingdom,,,,,,
2233,2022,August,Russian Federation,619480.0,16288637.0,26294.0,215003401.0,347.07,386.85
2234,2022,August,South Africa,,,,,,
2235,2022,August,United States,429204.0,12638598.0,29447.0,161688496.0,376.72,374.94
2236,2022,August,Canada,,,,,,
2237,2022,August,Colombia,483527.0,11782464.0,24368.0,196533627.0,406.46,488.86
2238,2022,August,Australia,418512.0,12931962.0,30900.0,171877475.0,410.69,389.53
2239,2022,August,Other third countries,,,,,,
2240,2022,September,EU countries,61383.0,1782082.0,29032.0,18751399.0,305.48,308.38
2241,2022,September,Third countries,2823581.0,76622316.0,27137.0,1040016600.0,368.33,397.81
2242,2022,September,United Kingdom,,,,,,
2243,2022,September,Russian Federation,275313.0,7534774.0,27368.0,87246951.0,316.9,339.36
2244,2022,September,South Africa,,,,,,
2245,2022,September,United States,679374.0,18870746.0,27777.0,223173402.0,328.5,346.61
2246,2022,September,Canada,,,,,,
2247,2022,September,Colombia,930232.0,23146180.0,24882.0,362981672.0,390.21,459.61
2248,2022,September,Australia,512167.0,15780316.0,30811.0,190446961.0,371.85,353.71
2249,2022,September,Other third countries,,,,,,
2250,2022,October,EU countries,10224.0,280984.0,27483.0,3856569.0,377.21,402.26
2251,2022,October,Third countries,3106733.0,83848215.0,26989.0,1024626133.0,329.81,358.14
2252,2022,October,United Kingdom,,,,,,
2253,2022,October,Russian Federation,349678.0,9447759.0,27018.0,111661859.0,319.33,346.39
2254,2022,October,South Africa,,,,,,
2255,2022,October,United States,732158.0,20591208.0,28124.0,224964695.0,307.26,320.2
2256,2022,October,Canada,,,,,,
2257,2022,October,Colombia,817730.0,20029863.0,24494.0,276666978.0,338.34,404.82
2258,2022,October,Australia,592092.0,18036395.0,30462.0,202849933.0,342.6,329.62
2259,2022,October,Other third countries,,,,,,
2260,2022,November,EU countries,10607.0,292155.0,27544.0,4672722.0,440.53,468.75
2261,2022,November,Third countries,2697939.0,73131162.0,27106.0,785737476.0,291.24,314.89
2262,2022,November,United Kingdom,,,,,,
2263,2022,November,Russian Federation,265159.0,7089107.0,26735.0,74717686.0,281.78,308.9
2264,2022,November,South Africa,,,,,,
2265,2022,November,United States,742527.0,20938552.0,28199.0,206217149.0,277.72,288.65
2266,2022,November,Canada,,,,,,
2267,2022,November,Colombia,578561.0,13911311.0,24045.0,151523042.0,261.9,319.22
2268,2022,November,Australia,579796.0,17690581.0,30512.0,191585344.0,330.44,317.4
2269,2022,November,Other third countries,,,,,,
2270,2022,December,EU countries,5100.0,146576.0,28740.0,2229594.0,437.18,445.81
2271,2022,December,Third countries,2972336.0,80338278.0,27029.0,816264922.0,274.62,297.78
2272,2022,December,United Kingdom,,,,,,
2273,2022,December,Russian Federation,387051.0,10407757.0,26890.0,100381392.0,259.35,282.67
2274,2022,December,South Africa,,,,,,
2275,2022,December,United States,698386.0,19799575.0,28350.0,187655160.0,268.7,277.77
2276,2022,December,Canada,,,,,,
2277,2022,December,Colombia,667501.0,16291593.0,24407.0,155913821.0,233.58,280.48
2278,2022,December,Australia,527419.0,16144403.0,30610.0,174030269.0,329.97,315.93
2279,2022,December,Other third countries,,,,,,
